Rank,county,pop2019
1,Laramie,97692
2,Natrona,80610
3,Campbell,47708
4,Sweetwater,44117
5,Fremont,40076
6,Albany,38102
7,Sheridan,30012
8,Park,29121
9,Teton,23059
10,Uinta,20609
11,Lincoln,19011
12,Carbon,15477
13,Converse,13997
14,Goshen,13438
15,Big Horn,11901
16,Sublette,9951
17,Platte,8673
18,Johnson,8515
19,Washakie,8129
20,Crook,7410
21,Weston,7100
22,Hot Springs,4680
23,Niobrara,2448
