Rank,county,pop2019
1,Chittenden,162052
2,Rutland,59273
3,Washington,58477
4,Windsor,55427
5,Franklin,49025
6,Windham,43150
7,Addison,36939
8,Bennington,35920
9,Caledonia,30425
10,Orange,28937
11,Orleans,26911
12,Lamoille,25268
13,Grand Isle,6965
14,Essex,6208
