Rank,county,pop2019
1,Clark,2141574
2,Washoe,450486
3,Carson City,54467
4,Lyon,53155
5,Elko,52252
6,Douglas,47828
7,Nye,43705
8,Churchill,24010
9,Humboldt,16904
10,White Pine,9737
11,Pershing,6611
12,Lander,5746
13,Lincoln,5174
14,Mineral,4448
15,Storey,3941
16,Eureka,1830
17,Esmeralda,981
