Rank,county,pop2019
1,Montgomery,1040133
2,Prince George's,906202
3,Baltimore,827625
4,Baltimore city,614700
5,Anne Arundel,567696
6,Howard,315327
7,Harford,251025
8,Frederick,248472
9,Carroll,167522
10,Charles,157671
11,Washington,149811
12,St. Mary's,111531
13,Cecil,102517
14,Wicomico,102172
15,Calvert,91082
16,Allegany,71977
17,Worcester,51564
18,Queen Anne's,49355
19,Talbot,37211
20,Caroline,32875
21,Dorchester,32261
22,Garrett,29376
23,Somerset,25737
24,Kent,19593
